h;r;s;k_lsb
68f916d52825ffd3a6db625390715da77dd8fbcf;52e19cbf096de1eef6bd70b4ae5546e60fb6c1392ef7d1877708a88e32d3eddf;a668455b59839b839fd5b4f944bf30cf50636c79a0cdc52489c9ee88f659d223;11101
2169a6bfd150c3280c19d7a2c22106fe0549ab58;977d2ef7270bbe98565da324a3e4eef1729386193aff4cf60fa11b2474438700;396748bfffc070179e8153b88a01ea656ce149c2a78ce7997917020beb4ef73c;111000
246b40db45f462d27c04553a05787b8a1f060f2e;fe47b9dafff0f84f16f3c37bbdd9233c8ef8c432412286d3d66034fa839c8819;4259cf0e39d78fd17d4498ef930ae6e4caedd37e10f5e4d43192e18557d022e1;1100010
dea74c135df353b7c1c984a48ac8730d1bd53d7e;49d87ea2aeb2759916342427954b49e8442c28c312358041d1eb58d9770eefc7;3e5477c923c103a16d428a62a18eca7099e118f87ed3628f4bff2f94b00a2567;1111001
c9a55fe4d9398b78ed97a17e1ab67c26a8454df1;9ca39eb7374db0ce49247ab62bf6b4eafa09efa2ee2edbc34c6483c9bae9782f;6add5d94a0a07f6612bc51346e5aad6c4fff6eb70afbeb077fa8324b60c7639b;100001
fea201ec4d2255bcb902dfc7901796426924ed69;4b6956528fe48046397d8c4725be1854f69a3711d5f7eeeca93efe8a8e49ebfa;e0d68033d8da8898c02d5673e3071c93499e5cab363f0424772841d65a6fd3a8;111110
2645c6ed8209d40ba2ae04b94fa3782601dc2afa;6e3994c36800a7898f49e06b8f60376736f4bac3944825f03d25e547ef732427;a778582fcb84bb87e7e876785dc8e68eb790800622666486c1128dfee7b9e11f;1100001
76f688ca3e8b66fd61f3cac3567df6446b677cd8;15ef8cde8ff90fc6a103a8efd251cd9a3b1d3a50c0d140b1fb7038617f2b8c2b;f109d8672d50991177c3f9ff996e8f355d4a4591fedfa9a0d5455085e73cb307;11011
bd843a740412db2194d90cc637f1dc8138fe72c8;28fedaf0e76f6503112c5a7f9f89960b9ff1a38703423e3702ee24c13523ee44;b79b91dc5a81f47984604ac103b1bc42f53d382f9e9bf987c88e9645ab748010;110000
8360fd2fc40d9e24e234f87fc129b0b1bd64cf2d;5f319ac2d67d26393601d857bfb0399ba3ea3ce96befad78093f44c3497077b;bf52448350cd29e5904a9a2f22fe75a6d66e7514c379962a39134f9f14b4bc7;1011
773c7a32810afbfc3c124d9205a057ddd6193e9e;4b4e7cbefb1c9de69c9a5d74841b4990bad1521c30fb4689833ec7392883de4c;1f1d353fba29e12c4b03db27c3588e2f7d41f9c14e0ea9359d15ab65264057b4;1011001
88ba85b6185209a8d12164b6beaa2787da7c669f;b3d96b04d99157f6744f1285304d780e2aa72b4740809fdf84b07940d10572d9;b65d488681662c9968d592b6d180f8647c14a2851b68d6d55d5e6c97d78d522f;11011
2bb3f5925cd37b42ffcf3e961e8c030029f65d1c;da512fa6b040d1782bd80380bb8be39d03a68774db489ca35f899e31d8d4fd70;dada83ae251523d046c1fab4ec5d231a57ec10aeedf8f3f95aac870550894813;101
1c6ae480bd8a093d13d15cfdb6af66ddee40cb6f;d9f57a57340b71b3dd2a7d246f908d741ecb16f8f2cddb99febcdb561fbbaf98;1dc8a429d3e715726a1ccdd2dea8b2fa9ca6bd4bb0e8102b7a9f420ee38f6563;110101
e2932586592d742bd967c8039a2c3b24142ec000;48b09008af0fc39d029c65b1c5239e03cf79f72859eccf79f08efb03f6c9c930;c4d19e786b7863ac841a39e731d210e8b556c765a64abca4b7a55c9f1c9355a4;1111
6ee8bb373470e97f0458943a00a97705014b5d26;d7b4f0f2808219d9cfecddfa2ee87580e6734d842a27fce1bd06113b8da23e8c;3776d938daa9cf320121811b67baf2e93e0d95c1705bd835462f5fb0eac43d90;1111010
d89e87f98665214e066a8806a9087576a199b466;ab3b774925a5245d52f3498be2d9f9fef31c78c8c36170edf0ec3fd133cb60d9;1dc2d69d87ba0361aa9cb778e897fbeb2d2105e260c3801955569887e11355e7;1001101
c46b618e4c5be0690b6aec3830680c83ab1bb3dd;1fcd3d2b7a29d99d412c0b40c90b8d23d35f1d69eed015c44e624f358336934b;1cb930dbb50db0a6d3b4b4c9a4a19a66740c414aa00e99ebeda0e30f9c8275cd;1101110
a5bb34143ba9ff3ca8d1ce783a10e2d5818bc54d;6dd4bd762f4ca17d5d95745bf21e02f025ebc2619bcabcea1a3458e357ec5948;31750d2d96877471044ff56a2cc5459a32d03425674278586a6d2bf7faddd849;1011101
da6f86956ecf1a82aebd07348b7c3f7f20776d5f;92ada0f7e32118da1d96de0527468fe2026070083c659311070e1d08c07fb5ea;861ef52b5f127b12d0792a0249a4c1f79653a262899b2830a0f868e3f67cb7da;110001
1bc3b2a8fdd14d27c3d0b17ae403d43edccc9c59;96fb759b1981bce622e571e911dabd881548e8cf0b6e4557c101724a21c2d42d;df38693e59f2da9744440b3f7297db07f7f2cfa11ccba2d3e6f06ace36321f92;1101101
108e95fde9c7f53c5af690c6d7247221c921ab1a;b37e2f996c0fb58dad52f625ae5026b5f8388eecf953ccfa69aa7ed709f7a2a8;5eb485ecda12b8afc46bcd6bf7c569da84bf40a132e144533bc83774ff54865f;1100011
b4f84717d3003429759aef4e0fcceddcf6a9d66b;c85662ec928b5ca469ac390cf9e5a0168af1a05376d9d548f6fddb36e382724;979a44f27052355352698537dd638b45fa7c785341d4b85bd7e74f5b5e42668d;111
a8da9fa0dfa2e66c5e52f70f528c1255ef39a3a2;4b3d36eff9f9b7a7b0fe0429e60fd78a700063b37b9d1428aa0345b6c8e68596;c4b44ee3d1cdcb10585143bf90159d0912f75b81017731132db90aa66f76c0a1;1100000
55c42edaa5b4ebd617d018c01cdd6aa0dfb5f263;311b3636be763e1d52b28392ee0dd909301d90a9ad90880043bfcf631fc26760;d21cb344b6f0800473ca850c5f8ccb0f776a8daa5cd2a639580d56cf32565fd3;1100100
313f05a1d99f496aac9bc306c11aa2ffe070d53e;6b139ba2bd146842148ec27326df269af0635b5efa28bf788c2276de25b69828;147e1439310f0edd6190b37b508df3856effc587fbd3ccf0425e81a3aa5e9df4;1000001
fb8953aa21bf20213ace9cd4dcf93a8dc3705cb7;3f9c6150a1b1907d16ecbdd948580a736a7ab9e36e26d3b4a3fa6af57c0b26ba;e5e957e7bce0a5b134708e3bb4c480283dd9321802a0b2edf65386c537821ef8;1011000
25d8cea6c2beb0cc0e42caf0dbf5cba505af9c18;85d4fc1f7d99f0623697c2ae65a3e54bd5cf500bb57056a7d66192d8cc0b4040;9b6df54cc9d04e005f98b7bde672deafe678a8b4edae224dcea553656d7d81f5;1010110
a57b441e5222dfc3b1d3b9347137e7ae5d55620a;bba563e98ca0cc0f0717aed7c6f59c55ab9499bf77ab58aad7c6086bed0bd122;aca9cb8b05c77f18e7e7cfceefd40e1dd0b43a150b3f8840b05ae07b23984a42;10
ae61bb8ecc13945cc5710d2b6d508f45ecddb9db;b61e3b0aeffd3305deef52a348df12df77d7933a1d4a119fb901ae39c368b136;9217a4c79d54ce2b9dbc556744761bec844ec254b2788473ebf7255341e5ab7c;111101
cc73e89a17a053a2bcf6cbbe0b990c5862a0c773;ab8d43f0cc424bf24de6a994d2133ce1dc17317a17b86694f2a9a1bc9deaa1a0;80c2c956ab97cac0dc4f3d4e9727f9e38e2e5d020329d25f3d6aeb6bc39201bb;1110000
9673a56bfbe30ab151743cf1425f896621374da0;d8373c656a448fda73c77796ad161acfb646ed858be359ac7a65c550089029e;faa9972ba749729f963db003d671050b1c5cf8db289826d0d2a32e1984a31905;1011111
f4673ac61461db2305c6e28ba8b601d92bc44e0e;307aac6ec0d4231e4e896d66b313097215c2042ac3a97b2ca1eeb890899d6d59;4ea696430cd5933df4f39e5c6c14f594216ce399029a97880c83050823046086;1010101
18a02a2b4f257c5655a5d94e4ae645e495bde839;cad51049314bb45b89a10fbacd79fde672e1837aac4e58958261ab8073195f35;f1dd439861a150fd9670188818d5fc9317577d6039e741f04783e1f29b4c76be;101000
e76cd13d15812205e724b1a032b1c779643d751a;9e144291f69f7bb43d855877d7702879283bceed0188d4a1519036b938f452e9;509498b969e73007e640f018d315169e7711c242e06900406823ee3a80b81d30;1110100
29e8e5b5e6fc5fb6c9f5129e34b353a538df39f0;c9c16c6bf43cf20fc824f9af90e0ed8cd836a5ee4a7d776613f915294a8bed1d;46ccb5ae862edd5c22982956a92625f1999f263274a3a951bc2ab385ab4352e3;1101101
84562b365fea9f47850eacfe5fd8089c0cd7b651;409bf2456d1703476fd425efec437b1b0060be8b63e9ae854763c2d01bf76541;db6708e8e5ef8286b3b9c86a25152311706f467fe58dd5dff84adb527040bfcb;1101001
be35dff74e02f572f6ab08b208abf29a138e1a18;d56366411753ae4223033ba499e0352485b8faaead88d9a93683070197c38229;c281ec50c4466f2c2c081b9fdd2a64a53d546857a86bbd618a824749aa33be0b;111001
f67b56a25e91c4b4f65b418cc7ae62e66f72c852;ce68a7f671a69a0689ee462396fd4e87ab9d05e22b60f01ece62ac6a2c6be2ab;1bb3ce76f8b4d24ec723703e9b281fec495e6b260d0db6ca32a23ddaed66f31b;10
8b707f6722cbf5c98f9337e3475681e9f7a88c2c;2e3de79deee23a247841f0a2f992a43ab43339676a8231f765cd67cce8ef9bd7;634db4de4541ec4f22f0ce31996c408953603d20f0fcdb4734a35c9ad9d6d029;1110110
f1c122ae67b860bdb1d6b8c77ed7fb0f6629b380;204c2f82e3bdd2cda3f40d1dadbc6f425ab282f161cf9369282da2b5b9caee02;9f0d3013579089a83c19feadd6404037b9c430955c16dfd9c4599ce2d8934710;1110011
25af9859d7f0dd5c7d8ff00aa7485a6cd462459b;74079079c380dc8e8272afdfdf143916ec6c9b3f03637b793e9d5bfd46708f15;fee9aaf17776c4e27e3a987cb380fddc0253b45859fc6ea2208fc4f1a873ba45;1100011
5fc2c45d742506dcc0fa0d10c4daa6cb1240f6f;1398293af5e4da8f001a9fb9bf33305194b620557ab99ab8b0fd4d1ddb3fe664;1a02754ef32f3404293698c911c6760c7fdd073adfb5842c7671d6cb5fcd8f96;11011
444bc2b854d19ae50753fad666d1ef630518d014;135b75f44448e8c6cfc3ea7514b81fef1cbe8bf05fa4378fd03557803fd6dd9b;ba1ccd9c84083d9a3e3d503f622400f0f2d4fbca6123c5dea651522778e0463b;1111101
5be0f89a7c3d65c7b403e9a932ee4a6f74fc7e2e;48332a2c201b3553b38d20f3130a460a38b58121e4cda8d713b130d893ddf5e1;2e72de9ffb0761a46a03dc74e21412f27c80a15593f683012cf89e04fbdac08d;1111111
84ad29f0546a6652f81200c1862baf220d5b8013;6b75b000f59dc4f2bf414521656ddbee85b59d64b6d6354dfcd918297c053449;b3ca5cdbaa8907621bd998f45446859d4bc7908d09dc1068db31566ac10699a9;1001011
3d03bdc5f28e7c16d2ad6dbf3e74b6ce910e6a9e;b0f5e4fbfc5f3ab4dbe6fe9a159e11fa75075f696412a5d1fe19c37816bd4b79;88ba4886bf1a4fd3b7e3f5f31518e17d836b5822044db75af94dbb095cb2a75b;110010
ec33e822e1db40c1cc4b801cbda91c2847971223;e56a7303eab24011d15e0fe2a9a67f4174eeb8d51399b5cb8321d279e3655c9a;da0d9b69781e711f626fd6560a60a9844abaf60a797107490c96397af111fbe4;111000
d83ab92af2ffc7ffbd6caa2323ae0688731f0a2;e2acac3db30de6157a9d3ab40f63ae326e6bbe642240c7952dc5657a3dc1f58e;cefe31925aaba2d063fb1012c9e05a3e8bd24e6519b4eec3cf20b57f3c6c8f6d;1010100
2de129caf31a80c1717fcd573962f45d36073f52;4504160b67f77413d73b740abfb3daa34899f503e82c55d285e110332840e85b;ea888f1a760dcc69bd20fba80a96f754a212e41af1d6d218e891a6dd0cbcb6a1;1001001
6c90683af6108be052d3641d5150fb38b178f919;8bb6bb394e9eacc11364214d89d0b65536f5989f63143299501af97843835aa;49930ef083328307358c542b4682d5378968579ddc2f65e9e0192c0f4013efe;1010100
e5ad3f46a0fb77249c46528a7116c050d40953b5;c8cbfb02bfc87d6eed51599e941ab023b280ad43beb08ea91232b47e932c1dde;98cb103a79d61676cc4b73f2d6fbb9fdcd6db35135431f97677b617848d2e6f7;1001010
df237c228b41c4e185b141c18e862e8e642524;fc1ee25446935accb0854e142c0b9f858d0498a41d01c2ff37e131f16d95221c;e7c0b4c9d66b7db80ce064af4c5844c34a7d1cc17f4841f756a6b3147ba75ccc;10000
f58c3c63332bff3e66ba083c93ffb6d06acdcb3f;503a7a2d9b7c7c91c786a93457a099eff9a20a2b12438d5b08c443e1173071e2;583d8966c784fc8e5775e5e1995447b5b0968009e14efd69e37c3b41e5d052ef;1001010
217d06fdda0fcbab7307431aada32b9e622e2f11;b825ab18b5f2692eed08cd50f7627aba7a16c7910e909fe730fbe0883b9171af;4d91102f8a2504e3c90a4d30b897e8e789dab0fd6cd7a473d231a4f6c6cbd64d;1001000
b2ff0d1a85eaa74a3ac3e7b8c0998623087c8887;574a17b27e3fd09aa0fa7101198624a21ff7a9759275fd1130886f83c3af5add;bfcd66a8e38b0800ad2a28e98265def8cca5a308c12f9afb9ab3679645fbe615;11111
1e7c567742c1c658cc4122256bb0736e18dd9fa4;91f8d3a16b54cbfa115861f0ecb88a7091325f53790da5f4185936d8ffe6ddbc;c35586c05b84e5c88a207ed492b1c0bd5b71a287d4d688f718b9cefb5d7ffda6;1111100
c750b7f4b2ea1bb4a2f6a78a0d7e7f2436d5f681;13162212ef4b42dcb033ca4067d60c4f157f125c2044a73afa0f2ac50704618e;c65ebc3c354000f8fe76122458b12f62c9dffb5f1db6869f73285271fadaca00;101100
890a088ecf93a484cf022c634524c210ca8eeab8;7f6681a1453342cdcd22d6d26e005d4165fc04767c4f36872c578ba0f30beaa4;5989b67e67ba68404fe8dd4fbd4af751ad9fc94ff4562aaed3430dcc6e188367;1100101
f25c152aa348fcb92b68dedad8ac23015fe4e00a;d099c693914d70307c400a6e0692c2f372c014107c103a2faa56b6f5e01fb2fe;6cad5ece6651f49f5c7be36822fe9ce6d795e8bf8e27f76d8ccfaefad7815fdb;11000
24ac408f83a4cb990bbf6f4e7041f22550dfe1e7;f6af59dcfc7a56883c480dfb8d55d878a1c425e7634c22ee4d011760c3505c1d;9a1e6815f4ae8e4f72dc03c355e64b1ca602c159d1bb4c149cc28dcb644731f7;10000
f5141a262b636c2e34c0651305c76c87878263a2;422799a1c0d5e7dbb87cb046a56310e3dc28a5f4e522e64b94b562b4348da466;6f2b88e856fee31349c9810209186b2b324b7a8588fa1ef6cfec6b578657ef42;100100
69bd0038c6cfa686f11ffe404143e010d399804f;45f96627f8a7678d4654d97cd2d25724c4a9918cd7c496062c2631dfd836face;62eaa1e9b49d389803d80ae8727cf89495426957d5b477c3b08b81a55341e48a;1111000
1c204563035e9e964099e7333736b456ce75e5f0;68da0bba302ce4bef71df09e6c686fbd9cbf31258d156c3397eb8fe8bad4e370;8f09c2ac8b0c6157b36e26476bfa77c1d34ea62ab52dd901bc9f102a3acce5c4;1011101
6a46bd709c576966902f9435cb44a11a3524d09e;fec2b1adc88261e2a864c68670a0c13e27076dab0b19180621f070416c19db2a;8c9540034ccb3039d64fc4ddaa458613a315a14d558a76102ee9806356c78c04;100
a8a4f57fd0048bc518c247f0dbaa3dbfbb0e4665;72a4d568dc73d6e0af4ae7f8a8748cbece4a2eee32b685eefb00587ef631c68f;417cdc073ec2684692667a577b2d466becfb717d5e62f7c8b75f50294cc43e9d;1000100
5063cf56c6470d87bd7ada518d9045e26e9929d;69f9c46188009a590e7ff1a8c96e34cedd5d4fc5ab47ca4f0ade72f706c56d5c;42930317ade0218fcdc36950cbb40829a6fdd3cf88c11ecf5d3e688d0e633ea8;110101
a2fc23bfc624757e37c907524bda2fec07a06c9e;d7d500437ae2e1b71297912dbd4c4ca4cefdbc1c6422b60ba5fa255b22404626;58ca5b7803855eef516e10d9f1801e3f75df3e8e6885231fea6d9c3885bd1ce7;101000
afc56cd150d9c10889e948c8c4dfe8e405823ff5;2bbff093e2f5a054f5c20aa6247f09b01b2fae7a56279c515dab0a02bddc4dbc;fdbf5b2330c76a39fa85f005eb03ef6ef5e4d7c710d3e2520fb6f616a9802e04;10110
2ec06f542d9147744e4182cb5907a54defc3318d;15a9ebc24d73986fafd20f8d1dcbbe7fc5f001530b3a22c13bc1b97dc2882879;ff5d58f88503850a1385bd55e2e96e33a5077870f8b2569b2783822e2946e4bd;1100001
193329ca062a5680f240e9bb3d45442e7697ac78;cc74ec2a451cb52baa497ffc54b91cf9a5e5564675a2f7645602682ad3470bc4;bd68274375af78e5d5cf25ca45f775169a8081aa9d257677ff9456c162176728;1110
613fed9c5dffba2f38ab56a64ee8a8e285a336d8;c2b8bdf6d84df876dfd165c02030c50996c069f20aa8418ab974bb0573532be9;965cb78f9864fcd0ac5eaf61e4e0053cc45e19e5ab7cc21f3b4edc4807ae8a38;1110000
78a6671788e79c239950a9c4eae1a2e85f27e9c3;b65fce022894c09bf802cb7e9e6990677ec4c8a185f8d3ef87d228985c50bdf3;95d5a4d9e03abf5898c723d426624ca46a3c05b578435844586d3944d327cd41;1111101
3252fd64afb291e5f24a40a656bb91170919ca77;ec728ea7aa86691d8c0568c5f1286526413da6404d5c1b600d72d56579e5b2f3;38e310b8b02afae37271d7a9f1af913782354bd077188802dcd7c27e598d1089;111101
2feb2f03cc67017b0388f4e863466f509979baaa;766a337f862b94eea576fd4f917f26f6c751404da4bffea0cf8ef681341f8913;58a631b2bd3c0c7e87c360237b0bfe07eb97155e71919df092bcd15ddfe9d417;11
a0f2bd05ab96030d9913b4a3d48f86c5faddc913;7776a500c1525e0a34e6121b92407f9eaa1fd24ee8cfc813b5c5fb4b63ba242c;7d43409a0df29d9e64d166026741fbc317e58f5144c01991a4096ed9833a9789;101000
8a35289509a243af76488a5d213e2562cac52a;66052c386f7f2eac0202473ee902a90eb6ec9b8691088351b6f688cc3f914fa3;fb1178789d3cf5d8b99cebe35925fc64b19f400ab0505e2f2b0e5301b4ee3d3f;1001110
1058ff09d8fd25b9160abd561be04c18684a2b09;a73a427c48fe1fd1278e84f5d245b8b72e732b04557174730fb5401fed0a0544;fac1dd7c036b9f3de5953f0139329dec9a5bbd7654f06f5ea6c61fa25f081bc2;1100101
7c463063850486dfbbf03acb5bdf00f011f421d5;23880bab97528b4b73b4d053a4f8ca609e64b15414e771165ff92dacbd4c1b3e;7c874ea6e11f70b94cf28e5f787d3b0724b5261b3ec1673cf678836a7666d4b2;1001001
4f2ec00efcc8994574a21950c788ef80e5946f2f;8750e5e912a62e20e2cdf1530b45f9f5625fa8e539d7fb22d776c7a8b8fec333;6d5cd05a8f4e7a16c561246ddcdd579c38f38f04adfd49703b6e3ac9653aea2f;1001100
ed9a7e96f43c84fe81c9532be0e849ed51c74ba2;3995e2cc802ac444728d1cf731a8600c3ddbac39ab34d7341bb1a40940b17a4d;fdb85d3432fff4f21f1186915127149e13a5fc1a2122b07074527f48ce16c506;1100111
